0,0
1,1
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,1
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,1
117,0
118,0
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,1
152,1
153,0
154,1
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,1
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,1
184,0
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,1
197,0
198,0
199,0
200,0
201,0
202,1
203,0
204,1
205,1
206,0
207,0
208,0
209,1
210,0
211,0
212,0
213,0
214,0
215,2
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,1
238,0
239,0
240,0
241,0
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,0
253,0
254,0
255,0
256,1
257,0
258,0
259,1
260,1
261,0
262,0
263,1
264,0
265,1
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,0
293,2
294,0
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,1
305,0
306,0
307,0
308,0
309,1
310,0
311,1
312,0
313,1
314,0
315,1
316,0
317,0
318,0
319,0
320,1
321,1
322,0
323,0
324,0
325,1
326,1
327,1
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,1
338,0
339,1
340,0
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,0
349,2
350,0
351,1
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,2
365,2
366,0
367,0
368,0
369,0
370,2
371,0
372,0
373,0
374,0
375,0
376,0
377,1
378,0
379,2
380,0
381,1
382,0
383,0
384,0
385,1
386,1
387,0
388,0
389,1
390,0
391,0
392,0
393,0
394,1
395,0
396,0
397,0
398,0
399,1
400,0
401,0
402,0
403,0
404,0
405,1
406,0
407,0
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,0
422,1
423,0
424,0
425,1
426,2
427,2
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,0
440,2
441,0
442,0
443,1
444,2
445,0
446,0
447,0
448,0
449,0
450,1
451,0
452,0
453,1
454,3
455,2
456,0
457,0
458,0
459,3
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,1
468,0
469,0
470,1
471,2
472,0
473,0
474,0
475,0
476,3
477,0
478,1
479,0
480,0
481,0
482,0
483,1
484,0
485,0
486,0
487,1
488,0
489,0
490,0
491,2
492,0
493,0
494,0
495,3
496,0
497,0
498,6
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,3
510,0
511,0
512,2
513,0
514,1
515,0
516,0
517,2
518,1
519,1
520,1
521,0
522,2
523,0
524,0
525,0
526,2
527,0
528,1
529,0
530,0
531,2
532,0
533,0
534,1
535,1
536,0
537,1
538,1
539,0
540,0
541,0
542,0
543,2
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,0
562,1
563,0
564,0
565,1
566,0
567,0
568,0
569,2
570,1
571,0
572,1
573,1
574,0
575,2
576,0
577,0
578,0
579,0
580,1
581,0
582,1
583,0
584,2
585,0
586,1
587,0
588,0
589,0
590,1
591,0
592,1
593,1
594,1
595,0
596,1
597,0
598,0
599,0
600,3
601,4
602,0
603,0
604,0
605,2
606,2
607,4
608,0
609,0
610,0
611,0
612,0
613,1
614,0
615,0
616,0
617,1
618,0
619,0
620,0
621,0
622,2
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,2
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,1
639,2
640,3
641,0
642,0
643,0
644,0
645,0
646,3
647,0
648,1
649,2
650,0
651,0
652,0
653,0
654,2
655,0
656,0
657,3
658,0
659,1
660,3
661,0
662,1
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,1
682,0
683,0
684,0
685,0
686,2
687,2
688,2
689,2
690,0
691,0
692,0
693,0
694,3
695,0
696,1
697,0
698,1
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,0
709,2
710,0
711,1
712,0
713,0
714,2
715,0
716,0
717,1
718,0
719,0
720,0
721,1
722,0
723,0
724,1
725,0
726,2
727,0
728,0
729,1
730,0
731,2
732,0
733,0
734,0
735,2
736,0
737,0
738,2
739,0
740,0
741,2
742,5
743,1
744,1
745,0
746,1
747,2
748,0
749,0
750,0
751,0
752,2
753,1
754,0
755,0
756,0
757,1
758,1
759,0
760,2
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,1
771,2
772,3
773,0
774,0
775,0
776,0
777,1
778,1
779,3
780,2
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,0
795,4
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,0
805,0
806,1
807,2
808,3
809,2
810,0
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,2
821,1
822,0
823,1
824,4
825,0
826,0
827,0
828,2
829,0
830,0
831,2
832,0
833,0
834,0
835,0
836,0
837,0
838,1
839,0
840,3
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,1
849,3
850,2
851,0
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,0
863,0
864,0
865,0
866,3
867,3
868,2
869,2
870,0
871,3
872,2
873,0
874,0
875,0
876,0
877,3
878,0
879,0
880,0
881,0
882,0
883,0
884,3
885,0
886,2
887,4
888,2
889,0
890,0
891,2
892,0
893,0
894,0
895,0
896,5
897,1
898,3
899,0
900,0
901,0
902,5
903,0
904,0
905,2
906,0
907,0
908,0
909,0
910,3
911,3
912,3
913,0
914,0
915,3
916,0
917,0
918,0
919,0
920,0
921,0
922,3
923,0
924,0
925,3
926,0
927,0
928,0
929,1
930,0
931,0
932,0
933,3
934,0
935,0
936,1
937,0
938,0
939,1
940,0
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,5
949,0
950,0
951,0
952,2
953,0
954,1
955,0
956,1
957,3
958,0
959,0
960,3
961,3
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,1
973,4
974,0
975,0
976,0
977,1
978,0
979,0
980,2
981,0
982,0
983,0
984,1
985,0
986,3
987,0
988,5
989,3
990,0
991,0
992,1
993,0
994,3
995,2
996,0
997,0
998,0
999,0
1000,4
1001,0
1002,2
1003,3
1004,0
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,0
1012,3
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,2
1021,0
1022,0
1023,0
1024,2
1025,4
1026,2
1027,0
1028,6
1029,0
1030,0
1031,0
1032,0
1033,0
1034,12
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,5
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
